,Unnamed: 0,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source,Event Souce ID
72,72,UEI-DFO-FL-1997-0006,22-08-1997,26-08-1997,4,Monsoonal rain,,,,33.9398,74.8298,1,40014.04,26,,0,,,,DFO,1265
73,73,UEI-DFO-FL-1997-0007,19-08-1997,24-08-1997,5,Monsoonal rain,,,,18.8234,75.4418,1,228334.99,50,,10000,,,,DFO,1267
74,74,UEI-DFO-FL-1997-0008,19-09-1997,24-09-1997,5,Tropical cyclone,,,,16.9874,82.1012,1,80644.64,32,,20000,,,,DFO,1275
75,75,UEI-DFO-FL-1997-0009,12/4/1997,12/9/1997,153,Monsoonal rain,,,,13.8493,78.9883,1,384888.4,6,,0,,,,DFO,1295
76,76,UEI-DFO-FL-1998-0001,6/9/1998,6/11/1998,61,Extra-tropical cyclone,,,,24.0181,68.8677,1,4931.72,1126,,15000,,,,DFO,1383
77,77,UEI-DFO-FL-1998-0002,16-09-1998,18-09-1998,2,"Dam/Levy, break or release",,,,20.4037,74.4164,1,214517.36,12,,50000,,,,DFO,1444
78,78,UEI-DFO-FL-1998-0003,10/1/1998,20-10-1998,283,Heavy rain,,,,16.1464,79.4042,1,194230.08,230,,80000,,,,DFO,1457
79,79,UEI-DFO-FL-1999-0001,24-09-1999,29-09-1999,5,Torrential rain,,,,23.3997,88.9474,1,168965.63,45,,0,,,,DFO,1559
80,80,UEI-DFO-FL-1999-0002,29-10-1999,11/12/1999,43,Tropical cyclone,,,,21.1735,85.3527,2,191940.24,9803,,10000000,,,,DFO,1567
83,83,UEI-DFO-FL-2000-0003,8/2/2000,30-08-2000,204,Monsoonal rain,,,,27.094,94.643,1,326457.88,637,,10504000,,,,DFO,1617
84,84,UEI-DFO-FL-2000-0004,23-08-2000,31-08-2000,8,Torrential rain,,,,17.1335,79.2098,2,129459.76,162,,3000000,,,,DFO,1623
85,85,UEI-DFO-FL-2000-0005,29-08-2000,14-09-2000,16,Monsoonal rain,,,,26.9607,80.4678,1,223178.01,578,,0,,,,DFO,1626
87,87,UEI-DFO-FL-2000-0007,18-09-2000,21-10-2000,33,Monsoonal rain,,,,24.0841,88.5453,2,155000.88,1468,,24000000,,,,DFO,1641
88,88,UEI-DFO-FL-2000-0008,17-07-2000,30-07-2000,13,Monsoonal rain,,,,15.811,74.5207,1,107052.9,140,,0,,,,DFO,1615
89,89,UEI-DFO-FL-2001-0001,6/5/2001,22-06-2001,47,Monsoonal rain,,,,24.4457,92.0058,1,17561.54,15,,800000,,,,DFO,1731
90,90,UEI-DFO-FL-2001-0002,20-06-2001,21-06-2001,1,Monsoonal rain,,,,22.8284,71.2868,1,38728.34,29,,0,,,,DFO,1737
91,91,UEI-DFO-FL-2001-0003,7/4/2001,16-07-2001,100,Monsoonal rain,,,,9.72651,76.423,1,4467.85,86,,40000,,,,DFO,1744
92,92,UEI-DFO-FL-2001-0004,7/8/2001,8/10/2001,62,Monsoonal rain,,,,21.0559,84.7987,2,105057.29,100,,2000000,,,,DFO,1747
93,93,UEI-DFO-FL-2001-0005,16-07-2001,16-07-2001,0,Torrential rain,,,,30.7738,79.8583,1,2458.01,26,,0,,,,DFO,1753
94,94,UEI-DFO-FL-2001-0006,14-08-2001,15-08-2001,1,Heavy rain,,,,32.6061,76.1481,1,3009.11,16,,0,,,,DFO,1779
95,95,UEI-DFO-FL-2001-0007,20-08-2001,9/11/2001,81,Heavy rain,,,,26.7556,83.0513,1,35442.06,65,,300000,,,,DFO,1789
96,96,UEI-DFO-FL-2001-0008,9/7/2001,24-09-2001,77,Heavy rain,,,,26.5321,84.87,1,30123.95,146,,30000,,,,DFO,1791
98,98,UEI-DFO-FL-2001-0010,16-10-2001,21-10-2001,5,Heavy rain,,,,14.8405,79.054,1,87384.5,143,,50000,,,,DFO,1811
99,99,UEI-DFO-FL-2002-0001,2/2/2002,2/5/2002,89,Heavy rain,,,,10.4517,78.7843,1,35586.88,11,,0,,,,DFO,1871
100,100,UEI-DFO-FL-2002-0002,16-06-2002,22-06-2002,6,Monsoonal rain,,,,27.8034,95.3833,1,3790.23,0,,25000,,,,DFO,1952
101,101,UEI-DFO-FL-2002-0003,25-06-2002,26-06-2002,1,"Dam/Levy, break or release",,,,22.342,88.9351,1,41.7932,4,,11000,,,,DFO,1967
103,103,UEI-DFO-FL-2002-0005,21-06-2002,28-08-2002,68,Monsoonal rain,,,,25.8418,89.2696,1,276609.37,503,,15000000,,,,DFO,1974
105,105,UEI-DFO-FL-2002-0007,9/3/2002,9/6/2002,92,Monsoonal rain,,,,21.5391,73.2201,1,78978.7,22,,5000,,,,DFO,2049
106,106,UEI-DFO-FL-2002-0008,10/10/2002,16-10-2002,6,Monsoonal rain,,,,11.8739,75.527,1,9745.41,11,,0,,,,DFO,2069
108,108,UEI-DFO-FL-2003-0001,21-06-2003,24-06-2003,3,Monsoonal rain,,,,12.9158,74.9274,1,766.522,4,,0,,,,DFO,2258
109,109,UEI-DFO-FL-2003-0002,20-06-2003,26-06-2003,6,Monsoonal rain,,,,21.3961,73.44,1,37685.27,4,,0,,,,DFO,2260
112,112,UEI-DFO-FL-2003-0005,27-08-2003,20-10-2003,54,Monsoonal rain,,,,20.6258,85.8936,1,117883.62,67,,3000000,,,,DFO,2338
113,113,UEI-DFO-FL-2004-0001,6/9/2004,6/11/2004,61,Monsoonal rain,,,,12.1226,75.4747,1,8999.41,45,,1000,,,,DFO,2496
114,114,UEI-DFO-FL-2004-0002,20-06-2004,10/7/2004,20,Monsoonal rain,,,,25.4989,85.8918,2,1162598.06,3000,,40000000,,,,DFO,2507
115,115,UEI-DFO-FL-2004-0003,8/1/2004,9/8/2004,214,Monsoonal rain,,,,21.0247,73.7641,1,638379.86,210,,100000,,,,DFO,2541
116,116,UEI-DFO-FL-2004-0004,10/7/2004,18-10-2004,100,Heavy rain,,,,24.6862,89.4002,1,161739.65,210,,100000,,,,DFO,2570
117,117,UEI-DFO-FL-2005-0001,26-06-2005,29-06-2005,3,Heavy rain,,,,31.6718,78.4423,1,6530.74,6,,5000,,,,DFO,2678
118,118,UEI-DFO-FL-2005-0002,28-06-2005,15-07-2005,17,Monsoonal rain,,,,21.433,73.0739,2,73780.97,202,,500000,,,,DFO,2680
120,120,UEI-DFO-FL-2005-0004,7/2/2005,15-07-2005,158,Monsoonal rain,,,,24.1288,80.1999,1,55740.23,62,,49000,,,,DFO,2686
121,121,UEI-DFO-FL-2005-0005,7/7/2005,27-07-2005,20,Monsoonal rain,,,,27.4363,87.0126,1,823461.88,40,,3000000,,,,DFO,2690
123,123,UEI-DFO-FL-2005-0007,23-07-2005,16-08-2005,24,Monsoonal rain,,,,16.9772,79.9654,1,619197.82,126,,100000,,,,DFO,2698
125,125,UEI-DFO-FL-2005-0009,26-08-2005,30-08-2005,4,Heavy rain,,,,25.886,83.2115,1,12677.59,21,,0,,,,DFO,2718
126,126,UEI-DFO-FL-2005-0010,14-09-2005,30-09-2005,16,Heavy rain,,,,21.1139,82.5389,1,374448.85,89,,550000,,,,DFO,2728
128,128,UEI-DFO-FL-2005-0012,22-09-2005,10/11/2005,49,Heavy rain,,,,21.7139,73.4733,1,53194.83,15,,0,,,,DFO,2734
129,129,UEI-DFO-FL-2005-0013,21-10-2005,28-10-2005,7,Heavy rain,,,,21.9409,87.9347,1,29111.38,13,,3000000,,,,DFO,2754
131,131,UEI-DFO-FL-2006-0001,15-04-2006,18-04-2006,3,Heavy rain,,,,17.4335,82.8115,1,190869.85,20,,0,,,,DFO,2844
134,134,UEI-DFO-FL-2006-0004,31-05-2006,24-07-2006,54,Monsoonal rain,,,,26.5993,94.0245,1,185348.84,21,,600000,,,,DFO,2879
136,136,UEI-DFO-FL-2006-0006,7/3/2006,7/8/2006,153,Monsoonal rain,,,,19.1719,83.6477,1,31360.94,33,,0,,,,DFO,2909
137,137,UEI-DFO-FL-2006-0007,7/3/2006,7/6/2006,92,Monsoonal rain,,,,19.1028,72.8816,1,393.774,9,,0,,,,DFO,2910
138,138,UEI-DFO-FL-2006-0008,7/4/2006,7/7/2006,91,Heavy rain,,,,22.4114,71.3097,1,170055.89,24,,8400,,,,DFO,2911
139,139,UEI-DFO-FL-2006-0009,28-07-2006,9/12/2006,134,Monsoonal rain,,,,20.1943,73.8242,2,681019.56,457,,140000,,,,DFO,2935
140,140,UEI-DFO-FL-2006-0010,8/1/2006,9/10/2006,274,Monsoonal rain,,,,18.1046,81.5288,1,302774.27,185,,2000000,,,,DFO,2940
142,142,UEI-DFO-FL-2006-0012,31-08-2006,9/11/2006,70,Monsoonal rain,,,,32.8864,73.8842,1,141449.13,39,,3000,,,,DFO,2958
145,145,UEI-DFO-FL-2007-0001,20-03-2007,31-03-2007,11,Heavy rain,,,,33.4819,74.2156,1,68107.39,12,,2000,,,,DFO,3042
146,146,UEI-DFO-FL-2007-0002,18-06-2007,26-06-2007,8,Monsoonal rain,,,,26.2558,94.0189,1,74887.52,15,,200000,,,,DFO,3104
148,148,UEI-DFO-FL-2007-0004,30-06-2007,13-07-2007,13,Monsoonal rain,,,,20.0539,81.8601,1,248438.85,29,,50000,,,,DFO,3118
149,149,UEI-DFO-FL-2007-0005,7/1/2007,7/6/2007,151,Monsoonal rain,,,,21.0263,77.5237,1,106578.44,62,,10000,,,,DFO,3119
150,150,UEI-DFO-FL-2007-0006,7/1/2007,13-07-2007,187,Monsoonal rain,,,,22.0231,72.2495,1,398939.17,225,,63000,,,,DFO,3120
151,151,UEI-DFO-FL-2007-0007,7/3/2007,22-09-2007,199,Monsoonal rain,,,,22.6315,88.4871,1.5,517303.2,958,,3000000,,,,DFO,3122
153,153,UEI-DFO-FL-2007-0009,16-07-2007,20-07-2007,4,Monsoonal rain,,,,10.3906,76.3115,1,24124.3,44,,35000,,,,DFO,3131
154,154,UEI-DFO-FL-2007-0010,8/3/2007,27-08-2007,172,Monsoonal rain,,,,20.4525,86.1978,1,15363.99,15,,20000,,,,DFO,3150
155,155,UEI-DFO-FL-2007-0011,8/8/2007,15-08-2007,7,Monsoonal rain,,,,22.6824,70.925,1,133805.7,12,,0,,,,DFO,3160
159,159,UEI-DFO-FL-2007-0015,17-10-2007,24-10-2007,7,Heavy rain,,,,24.7214,93.9705,1.5,10886.11,2,,30000,,,,DFO,3208
161,161,UEI-DFO-FL-2008-0001,20-03-2008,27-03-2008,7,Heavy rain,,,,10.762,78.7172,1,144329.28,37,,10000,,,,DFO,3286
162,162,UEI-DFO-FL-2008-0002,24-05-2008,28-05-2008,4,Heavy rain,,,,26.4,93.755,1,62279.3,0,,0,,,,DFO,3312
164,164,UEI-DFO-FL-2008-0004,7/5/2008,14-07-2008,68,Monsoonal rain,,,,25.2411,90.1201,1.5,426531.54,350,,70000,,,,DFO,3327
165,165,UEI-DFO-FL-2008-0005,20-07-2008,8/8/2008,19,Monsoonal rain,,,,27.4995,89.7871,2,283806.15,142,,225000,,,,DFO,3338
166,166,UEI-DFO-FL-2008-0006,8/5/2008,8/11/2008,184,Monsoonal rain,,,,16.6523,81.3801,1.5,75487.93,74,,0,,,,DFO,3356
168,168,UEI-DFO-FL-2008-0008,22-09-2008,29-09-2008,7,"Dam/Levy, break or release",,,,20.9522,84.4064,2,464318,2400,,0,,,,DFO,3382
169,169,UEI-DFO-FL-2009-0001,7/1/2009,7/6/2009,151,Heavy Rain,,,,20.2249,84.7692,1,99876.58,0,,500000,,,,DFO,3497
171,171,UEI-DFO-FL-2009-0003,7/3/2009,7/6/2009,92,Torrential rain,,,,27.481,93.8215,1,128962.3,6,,0,,,,DFO,3496
172,172,UEI-DFO-FL-2009-0004,8/1/2009,8/4/2009,90,"Dam/Levy, break or release",,,,26.5,85.5,1.5,21198.81,0,,3000,,,,DFO,3519
173,173,UEI-DFO-FL-2009-0005,15-08-2009,27-08-2009,12,"Dam/Levy, break or release",,,,27.629,80.7483,1,84897.57,14,,1000000,,,,DFO,3529
174,174,UEI-DFO-FL-2009-0006,18-08-2009,27-08-2009,9,Monsoonal rain,,,,26.8177,94.143,1,72244.8,0,,300000,,,,DFO,3530
175,175,UEI-DFO-FL-2009-0007,9/6/2009,9/10/2009,122,"Dam/Levy, break or release",,,,22.5263,88.0605,2,25504.05,0,,37000,,,,DFO,3539
176,176,UEI-DFO-FL-2009-0008,25-09-2009,10/12/2009,76,Heavy Rain,,,,15.7081,78.233,2,309688.88,303,,0,,,,DFO,3551
177,177,UEI-DFO-FL-2009-0009,11/3/2009,11/8/2009,153,Torrential rain,,,,11.4729,77.8452,1.5,35725.31,70,,0,,,,DFO,3566
178,178,UEI-DFO-FL-2010-0001,24-03-2010,26-03-2010,2,Monsoonal rain,,,,27.2504,94.6126,1,16885.63,0,,0,,,,DFO,3626
179,179,UEI-DFO-FL-2010-0002,18-04-2010,21-04-2010,3,Heavy Rain,,,,26.3166,91.8623,2,13472.46,0,,300,,,,DFO,3636
180,180,UEI-DFO-FL-2010-0003,15-05-2010,26-06-2010,42,Monsoonal rain,,,,26.6381,93.1226,1.5,23813.35,0,,10000,,,,DFO,3650
181,181,UEI-DFO-FL-2010-0004,18-05-2010,24-05-2010,6,Heavy rain,,,,15.2182,79.4844,1,63171.41,27,,50000,,,,DFO,3652
182,182,UEI-DFO-FL-2010-0005,7/5/2010,15-07-2010,69,Monsoonal rain,,,,30.1895,74.7785,1,147437.23,98,,523000,,,,DFO,3674
184,184,UEI-DFO-FL-2010-0007,8/6/2010,8/8/2010,61,Torrential rain,,,,33.5267,76.1256,1.5,145020.41,150,,180,,,,DFO,3700
185,185,UEI-DFO-FL-2010-0008,9/5/2010,28-09-2010,142,Torrential rain,,,,25.965,76.05,1,10843.63,0,,12500,,,,DFO,3710
186,186,UEI-DFO-FL-2010-0009,9/1/2010,17-09-2010,251,Monsoonal rain,,,,16.29,80.055,1.5,15951.54,0,,78000,,,,DFO,3712
187,187,UEI-DFO-FL-2010-0010,9/5/2010,17-09-2010,131,Torrential rain,,,,26.235,92.25,1.5,12555.81,1,,30000,,,,DFO,3713
188,188,UEI-DFO-FL-2010-0011,18-09-2010,30-09-2010,12,Monsoonal rain,,,,26.73,82.845,1.5,38537.96,88,,15000,,,,DFO,3717
189,189,UEI-DFO-FL-2010-0012,18-09-2010,20-09-2010,2,Monsoonal rain,,,,25.695,87.75,1,11289.64,0,,0,,,,DFO,3718
191,191,UEI-DFO-FL-2011-0001,6/1/2011,13-06-2011,158,Monsoonal rain,,,,10.8365,76.7588,1,20807.38,4,,500,,,,DFO,3816
192,192,UEI-DFO-FL-2011-0002,18-06-2011,21-06-2011,3,Torrential rain,,,,20.7933,85.8723,1,41239.79,5,,0,,,,DFO,3825
193,193,UEI-DFO-FL-2011-0003,7/1/2011,22-07-2011,196,Monsoonal rain,,,,26.0844,86.1969,1,42377.33,0,,3000,,,,DFO,3834
194,194,UEI-DFO-FL-2011-0004,7/1/2011,22-07-2011,196,Monsoonal rain,,,,27.3624,94.0349,1,27203.38,0,,0,,,,DFO,3835
195,195,UEI-DFO-FL-2011-0005,23-07-2011,8/9/2011,47,"Dam/Levy, break or release",,,,28.5244,80.9261,1.5,85509.51,19,,200000,,,,DFO,3845
199,199,UEI-DFO-FL-2011-0009,25-08-2011,13-09-2011,19,Monsoonal rain,,,,22.3021,73.9531,1.5,33056.09,0,,5000,,,,DFO,3864
201,201,UEI-DFO-FL-2012-0001,6/6/2012,16-07-2012,40,Monsoonal rain,,,,26.5659,92.4354,1.5,29190.16,109,,400000,,,,DFO,3934
202,202,UEI-DFO-FL-2012-0002,7/4/2012,23-07-2012,107,Monsoonal rain,,,,26.1094,86.557,1,2638.64,9,,1500,,,,DFO,3945
203,203,UEI-DFO-FL-2012-0003,8/4/2012,8/6/2012,61,Torrential rain,,,,30.1135,78.8529,1.5,31390.53,30,,1200,,,,DFO,3959
204,204,UEI-DFO-FL-2012-0004,8/3/2012,8/6/2012,92,Monsoonal rain,,,,19.4398,82.3216,1,35689.54,0,,2000,,,,DFO,3960
205,205,UEI-DFO-FL-2012-0005,16-08-2012,20-08-2012,4,Monsoonal rain,,,,20.9855,82.7962,1,29689.98,1,,210,,,,DFO,3966
206,206,UEI-DFO-FL-2012-0006,16-09-2012,18-09-2012,2,Torrential rain,,,,31.3063,76.8569,2,37710.76,45,,200,,,,DFO,3983
207,207,UEI-DFO-FL-2012-0007,19-09-2012,15-10-2012,26,Monsoonal rain,,,,26.8031,93.6379,2,42597.57,21,,2000000,,,,DFO,3987
208,208,UEI-DFO-FL-2012-0008,11/4/2012,11/8/2012,122,Tropical cyclone,,,,11.8283,78.8042,2,126082.83,40,,70000,,,,DFO,4001
209,209,UEI-DFO-FL-2013-0001,17-06-2013,27-06-2013,10,Monsoonal rain,,,,32.7135,76.6135,1.5,131743.41,5748,,75000,,,,DFO,4065
211,211,UEI-DFO-FL-2013-0003,23-06-2013,15-07-2013,22,Monsoonal rain,,,,27.387,94.9182,2,38019.26,80,,2000000,,,,DFO,4069
214,214,UEI-DFO-FL-2014-0001,23-06-2014,25-06-2014,2,Monsoonal rain,,,,27.8115,94.716,1,49220.53,0,,10000,,,,DFO,4154
215,215,UEI-DFO-FL-2014-0002,20-07-2014,29-07-2014,9,Monsoonal rain,,,,20.7752,84.1258,1,189576.05,6,,15000,,,,DFO,4165
219,219,UEI-DFO-FL-2014-0006,24-09-2014,10/11/2014,47,Monsoonal rain,,,,26.7465,92.4891,1.5,61894.97,59,,30000,,,,DFO,4188
221,221,UEI-DFO-FL-2014-0008,22-10-2014,27-10-2014,5,Monsoonal rain,,,,10.2916,78.2616,1,115476.31,5,,300,,,,DFO,4200
222,222,UEI-DFO-FL-2015-0001,20-03-2015,31-03-2015,11,Heavy Rain,,,,33.1767,76.4058,1.5,70287.98,44,,2907,,,,DFO,4239
223,223,UEI-DFO-FL-2015-0002,17-05-2015,21-05-2015,4,Torrential rain,,,,10.7121,79.1771,1,14179.41,8,,200,,,,DFO,4251
224,224,UEI-DFO-FL-2015-0003,6/2/2015,29-06-2015,143,Monsoonal rain,,,,26.9195,93.8747,1.5,60437.23,3,,9000,,,,DFO,4259
225,225,UEI-DFO-FL-2015-0004,24-06-2015,29-06-2015,5,Monsoonal rain,,,,21.8734,70.7643,1.5,43781.56,81,,9000,,,,DFO,4265
226,226,UEI-DFO-FL-2015-0005,15-07-2015,19-08-2015,35,Monsoonal rain,,,,26.2074,82.6165,2,629961.61,206,,300000,,,,DFO,4282
227,227,UEI-DFO-FL-2015-0006,13-08-2015,9/11/2015,88,Monsoonal rain,,,,26.8946,93.751,1,69190.14,5,,18000,,,,DFO,4288
230,230,UEI-DFO-FL-2016-0002,29-06-2016,26-08-2016,58,Monsoonal rain,,,,27.068,93.949,1.5,135742.3,30,,1800,,,,DFO,4371
232,232,UEI-DFO-FL-2016-0004,8/1/2016,8/3/2016,60,Monsoonal rain,,,,21.7477,73.4119,1.5,377732.88,20,,0,,,,DFO,4383
233,233,UEI-DFO-FL-2016-0005,15-07-2016,22-09-2016,69,Monsoonal rain,,,,25.6099,85.1898,1.5,90613.74,127,,377097,,,,DFO,4384
234,234,UEI-DFO-FL-2016-0006,21-09-2016,16-10-2016,25,Monsoonal rain,,,,17.6536,80.3401,1.5,137435.4,17,,3000,,,,DFO,4405
235,235,UEI-DFO-FL-2017-0001,6/2/2017,7/3/2017,29,Monsoonal rain,,,,27.6131,94.9387,1,65387.73,6,,113,,,,DFO,4483
236,236,UEI-DFO-FL-2017-0002,15-07-2017,20-07-2017,5,Monsoonal rain,,,,21.898,70.9375,1,31956.12,94,,3000,,,,DFO,4498
237,237,UEI-DFO-FL-2017-0003,27-07-2017,8/10/2017,73,Monsoonal rain,,,,22.9061,88.0848,1,43809.39,39,,47000,,,,DFO,4499
240,240,UEI-DFO-FL-2018-0001,29-05-2018,30-05-2018,1,Torrential rain,,,,14.3584,75.4408,1.5,116730.41,3,,300,,,,DFO,4622
242,242,UEI-DFO-FL-2018-0003,25-06-2018,7/11/2018,135,Monsoonal rain,,,,33.3752,75.1439,1,25994.04,3,,0,,,,DFO,4640
244,244,UEI-DFO-FL-2018-0005,7/6/2018,7/11/2018,153,Monsoonal rain,,,,19.5656,74.5501,1.5,116871.19,1,,300,,,,DFO,4644
246,246,UEI-DFO-FL-2018-0007,8/7/2018,8/10/2018,92,Monsoonal rain,,,,9.39943,76.7275,1.5,24440.47,20,,1000,,,,DFO,4663
247,247,UEI-DFO-FL-2018-0008,8/2/2018,8/10/2018,242,Monsoonal rain,,,,27.2914,94.1222,1.5,73328.62,0,,25000,,,,DFO,4665
248,248,UEI-DFO-FL-2018-0009,9/1/2018,9/7/2018,181,Monsoonal rain,,,,25.7354,82.4309,1.5,70859.96,20,,1000,,,,DFO,4673
251,251,UEI-DFO-FL-2018-0012,10/11/2018,10/12/2018,30,Tropical cyclone,,,,17.9,83.3588,1.5,87682.57,7,,300000,,,,DFO,4686
252,252,UEI-DFO-FL-2019-0001,5/3/2019,5/7/2019,122,Tropical cyclone,,,,21.5427,87.4662,1.5,123330.04,43,,1400000,,,,DFO,4746
253,253,UEI-DFO-FL-2019-0002,24-05-2019,27-05-2019,3,Heavy Rain,,,,23.4991,91.5736,1.5,9467.55,0,,750,,,,DFO,4752
254,254,UEI-DFO-FL-2019-0003,27-06-2019,13-07-2019,16,Monsoonal rain,,,,27.3531,94.3944,1,67022.92,3,,50000,,,,DFO,4772
255,255,UEI-DFO-FL-2019-0004,7/1/2019,7/5/2019,120,Torrential rain,,,,20.2969,74.748,1.5,113845.85,36,,0,,,,DFO,4775
256,256,UEI-DFO-FL-2019-0005,8/6/2019,8/9/2019,92,Monsoonal rain,,,,11.4575,76.0842,1.5,94518.75,0,,22000,,,,DFO,4784
257,257,UEI-DFO-FL-2019-0006,8/5/2019,8/9/2019,123,Monsoonal rain,,,,19.1145,83.4825,1.5,302736.26,25,,112500,,,,DFO,4785
258,258,UEI-DFO-FL-2019-0007,13-09-2019,22-09-2019,9,Monsoonal rain,,,,25.3928,74.3521,1.5,180233.95,0,,4500,,,,DFO,4798
259,259,UEI-DFO-FL-2019-0008,15-09-2019,22-09-2019,7,Monsoonal rain,,,,24.1511,77.3956,1.5,236728.11,0,,45000,,,,DFO,4799
262,262,UEI-EM-DAT-FL-1926-0001,19-07-1926,19-07-1926,0,Riverine flood,Bengal,,,,,,,,,,,,,EM-DAT,1926-0008
263,264,UEI-EM-DAT-FL-1950-0001,11/7/1950,11/7/1950,0,Riverine flood,Saurashtra,,,,,,,,,,,,,EM-DAT,1950-0006
264,295,UEI-EM-DAT-FL-1968-0002,/07/1968,/07/1968,0,Flash flood,"(1) Rajasthan, Gujarat - (2) North-East, West Bengal, Assam",,,,,,,,,,,,,EM-DAT,1968-0055
265,306,UEI-EM-DAT-FL-1977-0001,/08/1977,/08/1977,0,Riverine flood,Ganges region,,,,,,,,,,,,,EM-DAT,1977-0094
266,328,UEI-EM-DAT-FL-1984-0003,16-08-1984,16-08-1984,0,Flash flood,Ladakh area,,,,,,,,,,,,,EM-DAT,1984-0322
267,334,UEI-EM-DAT-FL-1985-0004,/09/1985,/09/1985,0,Riverine flood,"Uttar Pradesh, Bihar",,,,,,,,,,,,,EM-DAT,1985-0317
268,335,UEI-EM-DAT-FL-1985-0005,23-06-1985,23-06-1985,0,Riverine flood,"Kerala, Assam, Bombay, Karnataka, Goa states",,,,,,,,,,,,,EM-DAT,1985-0343
269,336,UEI-EM-DAT-FL-1986-0001,/08/1986,/08/1986,0,Riverine flood,Andhra Pradesh,,,,,,,,,,,,,EM-DAT,1986-0085
270,339,UEI-EM-DAT-FL-1987-0001,/08/1987,/08/1987,0,Riverine flood,"Assam, Bihar, West Bengal",,,,,,,,,,,,,EM-DAT,1987-0137
271,343,UEI-EM-DAT-FL-1988-0001,/06/1988,/06/1988,0,Riverine flood,"Bihar, West Bengal, Assam",,,,,,,,,,,,,EM-DAT,1988-0244
272,344,UEI-EM-DAT-FL-1988-0002,22-09-1988,9/10/1988,17,Riverine flood,"Punjab, Himachal Pradesh, Haryana, Jamuu and Kashmir, Delhi",,,,,,,,,,,,,EM-DAT,1988-0438
273,346,UEI-EM-DAT-FL-1989-0001,28-07-1989,28-07-1989,0,Riverine flood,"Maharashtra, Andhra Pradesh, Gujarat",,,,,,,,,,,,,EM-DAT,1989-0091
274,347,UEI-EM-DAT-FL-1989-0002,/08/1989,/08/1989,0,Riverine flood,"Assam, Arunachal Pradesh, Manipur, Mizorem",,,,,,,,,,,,,EM-DAT,1989-0260
275,348,UEI-EM-DAT-FL-1990-0001,21-03-1990,22-03-1990,1,Flash flood,"Jammu, Kargil district (Kashmir)",,,,,,,,,,,,,EM-DAT,1990-0103
276,349,UEI-EM-DAT-FL-1990-0002,24-10-1990,28-10-1990,4,Riverine flood,Tami Nadu state,,,,,,,,,,,,,EM-DAT,1990-0414
277,351,UEI-EM-DAT-FL-1990-0004,13-06-1990,18-06-1990,5,Riverine flood,Bombay (Assam state),,,,,,,,,,,,,EM-DAT,1990-0714
278,352,UEI-EM-DAT-FL-1991-0001,13-07-1991,19-07-1991,6,Coastal flood,"Assam, Meghalaya states",,,,,,,,,,,,,EM-DAT,1991-0189
279,353,UEI-EM-DAT-FL-1991-0002,10/6/1991,12/6/1991,2,Riverine flood,"Bombay, Kerala, Gujarat",,,,,,,,,,,,,EM-DAT,1991-0278
280,354,UEI-EM-DAT-FL-1991-0003,7/5/1991,8/5/1991,1,Coastal flood,"Assam, Tripura, Arunachal, Mizorem",,,,,,,,,,,,,EM-DAT,1991-0338
281,355,UEI-EM-DAT-FL-1991-0004,30-10-1991,30-10-1991,0,Riverine flood,Near Thondebhavi (Karnataka),,,,,,,,,,,,,EM-DAT,1991-0431
282,356,UEI-EM-DAT-FL-1991-0005,1/6/1991,9/7/1991,38,Riverine flood,Kerala state,,,,,,,,,,,,,EM-DAT,1991-0509
283,357,UEI-EM-DAT-FL-1991-0006,30-07-1991,30-07-1991,0,Riverine flood,"Andhra Pradesh, Maharashtra, Orissa, Gujarat, Madhya Pradesh",,,,,,,,,,,,,EM-DAT,1991-0527
284,358,UEI-EM-DAT-FL-1991-0007,15-08-1991,29-08-1991,14,Riverine flood,"Haryana, Uttar Pradesh, Himachal Pradesh, Bihar states",,,,,,,,,,,,,EM-DAT,1991-0532
285,359,UEI-EM-DAT-FL-1991-0008,14-09-1991,15-09-1991,1,Riverine flood,West Bengal state,,,,,,,,,,,,,EM-DAT,1991-0766
286,360,UEI-EM-DAT-FL-1992-0001,8/9/1992,30/09/1992,22,Riverine flood,"Uttar Pradesh, Jammu, Madhya Pradesh",,,,,,,,,,,,,EM-DAT,1992-0083
287,361,UEI-EM-DAT-FL-1992-0002,8/10/1992,8/10/1992,0,Riverine flood,"Vamanapuram, Amravilla (Trivadrum district, Kerala state)",,,,,,,,,,,,,EM-DAT,1992-0147
288,362,UEI-EM-DAT-FL-1992-0003,26-07-1992,31-07-1992,5,Riverine flood,Orissa state,,,,,,,,,,,,,EM-DAT,1992-0333
289,364,UEI-EM-DAT-FL-1992-0005,/09/1992,/09/1992,0,Riverine flood,"Banda, Allahbad, Kanpur (Uttar Pradesh)",,,,,,,,,,,,,EM-DAT,1992-0546
290,366,UEI-EM-DAT-FL-1993-0002,11/10/1993,21-10-1993,10,Flash flood,Karnataka state,,,,,,,,,,,,,EM-DAT,1993-0218
291,367,UEI-EM-DAT-FL-1993-0003,9/9/1993,17-09-1993,8,Riverine flood,Uttar Pradesh,,,,,,,,,,,,,EM-DAT,1993-0325
